id,season,yr,mnth,hr,holiday,workingday,weathersit,temp,hum,windspeed,dayOfWeek,days,demand
5359,1,1,2,17,0,1,1,0.54,0.24,0.4478,Mon,417,529
5360,1,1,1,15,0,0,3,0.2,0.8,0.194,Sat,380,119
5361,4,1,12,4,0,0,2,0.24,0.87,0.1045,Sat,707,6
5362,1,0,2,5,0,1,1,0.22,0.32,0.4627,Tue,42,4
5363,3,1,9,4,0,1,1,0.52,0.68,0.2836,Mon,612,5
5364,2,0,5,7,0,0,2,0.42,0.77,0.0896,Sun,116,33
5365,4,1,12,7,0,1,2,0.36,0.93,0.1343,Mon,709,319
5366,3,1,7,23,0,0,1,0.68,0.79,0.1642,Sun,563,123
5367,1,1,1,9,0,1,3,0.32,0.81,0.2537,Tue,376,68
5368,2,0,5,2,0,1,1,0.5,0.94,0,Thr,134,15
5369,2,1,5,16,0,1,2,0.64,0.73,0.2537,Mon,501,315
5370,3,1,8,13,0,1,1,0.74,0.4,0,Tue,593,331
5371,2,0,4,23,0,1,2,0.4,0.94,0.2537,Tue,98,39
5372,3,1,7,15,0,1,1,0.78,0.31,0.0896,Wed,566,317
5373,2,0,6,7,0,1,1,0.7,0.34,0.2537,Thr,148,304
5374,2,1,4,6,0,0,1,0.32,0.36,0.194,Sat,457,19
5375,4,1,9,10,0,1,2,0.7,0.51,0.2836,Thr,630,208
5376,1,1,1,16,0,1,1,0.54,0.26,0.4478,Tue,390,307
5377,3,1,8,20,0,1,1,0.64,0.73,0,Tue,593,358
5378,3,0,7,17,0,1,1,0.88,0.47,0.1045,Fri,198,306
5379,2,0,5,7,0,0,1,0.48,0.59,0,Sat,122,40
5380,2,0,6,2,0,1,1,0.64,0.89,0.0896,Wed,154,7
5381,1,1,3,12,0,1,1,0.6,0.64,0.2537,Mon,438,282
5382,1,1,2,19,0,1,1,0.5,0.29,0.3881,Mon,417,334
5383,2,0,5,9,0,1,1,0.46,0.44,0.2836,Thr,120,184
5384,2,0,5,14,1,0,1,0.88,0.39,0,Mon,145,327
5385,2,1,4,7,0,1,2,0.5,0.39,0.194,Wed,468,418
5386,2,0,6,19,0,1,1,0.66,0.39,0.2836,Mon,159,423
5387,2,0,3,16,0,1,1,0.34,0.23,0.2239,Mon,82,132
5388,2,1,5,8,0,0,1,0.56,0.64,0.1642,Sun,493,156
5389,1,1,1,21,0,1,1,0.26,0.6,0.1343,Thr,365,97
5390,3,1,7,11,0,1,1,0.76,0.33,0,Wed,566,281
5391,4,0,11,11,0,1,2,0.46,0.67,0.3881,Thr,308,108
5392,3,1,7,6,0,1,1,0.68,0.79,0.1343,Mon,557,140
5393,4,0,12,21,0,1,2,0.34,0.66,0.1642,Wed,343,154
5394,4,1,11,8,0,1,2,0.36,0.56,0.1045,Thr,663,680
5395,3,0,7,12,0,0,1,0.8,0.55,0.1045,Sun,179,404
5396,1,1,2,12,0,1,1,0.38,0.46,0.3881,Wed,405,163
5397,4,0,10,12,0,0,1,0.62,0.35,0,Sat,275,446
5398,4,0,11,19,0,1,1,0.42,0.67,0,Fri,324,134
5399,1,0,12,12,0,1,3,0.46,0.88,0.3881,Wed,349,61
5400,4,0,12,22,0,1,1,0.3,0.52,0.1642,Tue,342,107
5401,4,1,12,18,0,1,1,0.38,0.5,0.3582,Wed,711,569
5402,2,0,6,7,0,0,1,0.56,0.56,0,Sat,150,87
5403,1,1,1,1,0,1,1,0.26,0.6,0.3582,Mon,389,9
5404,4,0,12,6,0,0,2,0.26,0.56,0.2836,Sat,345,17
5405,1,0,2,19,0,0,1,0.34,0.29,0.3582,Sat,47,59
5406,3,0,8,6,0,0,2,0.64,0.94,0.1045,Sun,221,6
5407,4,1,11,20,0,1,1,0.3,0.52,0.1642,Thr,692,252
5408,4,0,12,1,0,1,2,0.46,0.88,0.2985,Tue,334,16
5409,3,1,9,21,0,0,2,0.6,0.83,0.1642,Sat,611,181
5410,1,1,3,3,0,1,1,0.46,0.63,0.3881,Thr,427,3
5411,2,0,5,21,0,1,1,0.72,0.62,0.0896,Thr,141,223
5412,1,0,1,15,0,1,1,0.28,0.52,0.2537,Tue,3,65
5413,4,1,12,11,0,1,1,0.34,0.42,0.2537,Thr,705,189
5414,1,1,3,10,0,1,1,0.4,0.5,0.2239,Mon,431,137
5415,3,0,6,23,0,0,1,0.7,0.54,0.0896,Sun,173,78
5416,3,1,7,12,0,1,2,0.78,0.43,0,Wed,552,292
5417,1,0,3,5,0,1,1,0.24,0.7,0.1343,Mon,68,8
5418,1,0,3,16,0,1,1,0.68,0.39,0.2836,Fri,72,204
5419,3,1,9,9,0,1,1,0.6,0.53,0.2985,Mon,613,361
5420,4,1,11,20,0,1,1,0.3,0.49,0.3582,Tue,676,223
5421,3,1,7,1,0,1,1,0.74,0.66,0.0896,Thr,559,25
5422,3,0,7,17,0,1,1,0.88,0.44,0.2836,Tue,188,428
5423,3,0,6,21,0,1,1,0.74,0.66,0.2836,Tue,174,195
5424,3,1,9,15,0,1,1,0.8,0.59,0.4627,Tue,607,292
5425,3,1,9,20,0,1,1,0.72,0.84,0.1642,Wed,608,412
5426,1,0,2,6,1,0,2,0.42,0.26,0.2985,Mon,48,8
5427,3,1,7,4,0,0,1,0.74,0.74,0.1642,Sat,547,16
5428,2,1,5,3,0,1,1,0.56,0.88,0.1045,Wed,495,6
5429,4,1,10,15,1,0,3,0.42,0.58,0.194,Mon,641,370
5430,4,0,11,5,0,1,1,0.28,0.75,0,Fri,323,5
5431,1,1,2,14,0,1,1,0.54,0.37,0.2537,Thr,413,192
5432,2,1,4,7,0,0,3,0.42,0.77,0.3881,Sun,472,24
5433,2,1,6,22,0,1,1,0.82,0.46,0.1045,Wed,531,257
5434,1,1,2,14,0,1,1,0.4,0.37,0.3582,Fri,407,170
5435,2,0,5,18,0,0,1,0.72,0.62,0.2537,Sat,143,385
5436,1,0,12,14,0,0,1,0.34,0.39,0.2985,Sat,352,85
5437,3,0,6,14,0,0,1,0.74,0.4,0.1343,Sun,172,443
5438,4,0,10,17,0,1,3,0.56,0.94,0.1642,Wed,287,181
5439,4,1,10,10,0,1,1,0.54,0.6,0,Tue,656,221
5440,3,0,7,10,0,0,1,0.74,0.6,0.2239,Sun,193,304
5441,4,1,11,23,0,1,1,0.26,0.6,0.1343,Mon,668,53
5442,3,0,9,14,0,1,2,0.66,0.83,0.2239,Thr,260,183
5443,3,1,8,8,0,1,1,0.68,0.61,0.194,Thr,588,682
5444,3,1,6,17,0,0,1,0.82,0.26,0.2537,Sat,534,530
5445,1,1,2,1,0,1,2,0.24,0.87,0.1343,Thr,399,12
5446,4,1,9,17,0,0,1,0.6,0.38,0.3582,Sat,632,712
5447,2,0,5,12,0,1,2,0.76,0.55,0.2985,Fri,142,243
5448,3,1,9,8,0,0,1,0.7,0.79,0.3284,Sat,611,230
5449,3,1,8,7,0,1,1,0.62,0.78,0,Wed,594,553
5450,2,1,4,19,0,1,1,0.6,0.2,0.194,Wed,475,543
5451,2,1,3,16,0,1,3,0.62,0.43,0.0896,Wed,447,221
5452,4,0,10,21,0,0,1,0.54,0.52,0.3881,Sun,284,102
5453,2,1,4,19,0,0,3,0.56,0.73,0.4925,Sat,471,54
5454,1,1,3,1,0,1,1,0.2,0.44,0.2537,Tue,424,6
5455,1,0,1,16,0,1,1,0.22,0.41,0.1045,Fri,13,90
5456,2,0,4,7,0,1,1,0.52,0.42,0.194,Fri,114,240
5457,1,1,2,10,0,1,1,0.34,0.46,0.1642,Tue,397,116
5458,4,1,11,22,0,1,3,0.3,0.56,0.2537,Wed,670,60
5459,1,0,1,10,0,1,1,0.22,0.37,0.3284,Fri,6,63
5460,3,0,8,13,0,1,1,0.84,0.49,0.1642,Tue,216,175
5461,4,0,9,23,0,0,2,0.62,0.94,0.1045,Sun,263,79
5462,1,0,3,6,0,1,3,0.36,0,0.3284,Thr,64,12
5463,2,0,6,19,0,1,1,0.7,0.37,0.2836,Wed,161,416
5464,3,1,9,12,0,1,3,0.68,0.83,0.4478,Tue,621,88
5465,3,0,7,10,0,0,1,0.86,0.41,0.2239,Sat,199,198
5466,3,0,9,21,0,1,2,0.6,1,0.0896,Wed,259,200
5467,1,1,3,4,0,1,1,0.34,0.61,0.194,Mon,431,3
5468,4,1,11,18,0,1,1,0.4,0.24,0.4179,Thr,671,507
5469,2,0,5,9,0,1,1,0.72,0.7,0.1642,Thr,141,216
5470,3,0,7,11,0,1,1,0.82,0.59,0,Tue,195,127
5471,2,1,4,18,0,0,2,0.62,0.35,0.2239,Sat,464,481
5472,2,1,6,16,0,1,1,0.64,0.41,0.1343,Wed,517,452
5473,2,0,5,23,0,1,1,0.5,0.68,0.0896,Mon,125,61
5474,2,0,4,14,0,1,1,0.74,0.4,0.4627,Wed,105,148
5475,1,1,3,9,0,1,2,0.54,0.88,0.1642,Tue,439,325
5476,2,1,3,5,0,1,1,0.36,0.43,0.2985,Wed,447,40
5477,3,0,9,2,0,0,1,0.44,0.82,0.2537,Sun,255,89
5478,4,0,11,10,0,0,1,0.32,0.45,0.2537,Sat,317,200
5479,3,1,8,7,0,1,1,0.7,0.74,0.1045,Fri,575,421
5480,3,0,8,16,0,1,1,0.76,0.62,0.3284,Thr,211,290
5481,1,0,3,12,0,1,1,0.22,0.25,0.1343,Thr,58,72
5482,1,0,12,7,0,1,1,0.24,0.75,0.0896,Fri,358,95
5483,2,1,4,8,0,0,3,0.4,0.82,0.2537,Sun,472,51
5484,4,1,11,13,0,1,1,0.44,0.35,0.2239,Wed,683,365
5485,4,0,10,23,0,1,1,0.44,0.72,0.1343,Tue,293,94
5486,3,1,8,18,0,1,3,0.66,0.61,0.2239,Wed,594,683
5487,1,0,12,18,0,1,1,0.38,0.87,0.2836,Tue,356,135
5488,4,0,11,11,0,1,2,0.52,0.68,0.1045,Mon,326,118
5489,4,1,12,19,0,1,1,0.34,0.53,0.0896,Fri,707,319
5490,1,0,1,5,0,0,2,0.24,0.75,0.0896,Sat,0,1
5491,3,0,9,5,0,0,1,0.64,0.83,0.1343,Sun,241,6
5492,2,0,5,20,0,1,3,0.56,0.88,0.1343,Wed,133,213
5493,3,1,7,20,0,1,2,0.74,0.55,0.1045,Mon,550,447
5494,2,1,5,19,0,1,2,0.64,0.69,0.2836,Tue,488,458
5495,2,1,6,19,0,1,1,0.7,0.34,0.3881,Wed,524,671
5496,3,1,7,11,0,1,1,0.9,0.42,0,Wed,559,183
5497,3,0,7,21,0,0,1,0.78,0.59,0.2985,Sun,207,164
5498,1,0,2,10,0,1,1,0.44,0.33,0.2239,Mon,41,55
5499,2,0,5,17,0,1,1,0.62,0.53,0,Fri,135,554
5500,4,1,9,8,0,1,1,0.56,0.73,0.2985,Wed,629,838
5501,4,0,10,18,0,0,1,0.36,0.4,0.1343,Sun,298,213
5502,4,1,10,13,0,1,3,0.3,0.81,0.3582,Tue,661,116
5503,3,1,8,0,0,1,2,0.6,0.83,0.0896,Tue,592,59
5504,2,0,4,22,0,1,1,0.54,0.45,0.1642,Thr,114,153
5505,1,1,2,11,0,0,2,0.26,0.56,0.3284,Sun,409,226
5506,4,1,9,9,0,1,2,0.62,0.83,0.1045,Fri,631,426
5507,4,1,12,17,0,1,2,0.48,0.82,0.2836,Mon,702,616
5508,1,1,2,14,0,0,2,0.26,0.81,0.2537,Sat,401,243
5509,1,0,12,10,0,1,1,0.4,0.62,0.3582,Fri,351,104
5510,3,1,8,23,0,1,1,0.62,0.83,0,Tue,593,136
5511,1,0,1,16,0,1,1,0.22,0.44,0.3284,Wed,11,68
5512,4,1,12,7,0,0,2,0.36,1,0.0896,Sat,700,39
5513,4,0,12,11,0,1,2,0.36,0.87,0.0896,Mon,333,123
5514,4,1,11,7,0,1,1,0.26,0.87,0.0896,Wed,683,273
5515,3,1,9,20,0,0,2,0.58,0.88,0.0896,Sat,611,194
5516,4,0,11,11,0,1,1,0.4,0.66,0.1045,Fri,323,226
5517,3,0,8,8,0,1,1,0.74,0.66,0,Tue,216,392
5518,3,1,8,10,0,0,1,0.74,0.66,0.3881,Sun,598,385
5519,4,1,10,19,0,1,1,0.54,0.83,0.194,Thr,658,542
5520,3,1,9,20,0,1,2,0.62,0.73,0.1343,Mon,620,340
5521,4,1,9,1,0,0,1,0.5,0.59,0,Sun,632,116
5522,4,0,12,23,0,1,1,0.28,0.81,0,Fri,338,94
5523,4,0,12,5,0,1,3,0.46,1,0.1642,Wed,335,3
5524,3,1,8,3,0,1,1,0.6,0.88,0.1045,Mon,591,3
5525,2,1,3,22,0,0,2,0.38,0.71,0.2537,Sat,450,156
5526,2,0,5,22,0,0,1,0.66,0.89,0.1343,Sun,145,171
5527,3,1,9,2,0,1,1,0.48,0.77,0.1642,Tue,613,6
5528,1,1,1,7,0,1,2,0.34,0.87,0.2836,Thr,371,220
5529,1,1,1,3,0,0,1,0.32,0.57,0.1045,Sat,366,20
5530,2,1,6,17,0,1,1,0.8,0.55,0.194,Tue,530,811
5531,3,1,7,4,0,1,1,0.66,0.83,0.0896,Tue,564,6
5532,3,0,7,6,0,0,2,0.62,0.94,0.0896,Sun,179,3
5533,4,1,10,2,0,1,1,0.44,0.67,0.1343,Tue,648,3
5534,3,1,7,6,0,1,2,0.7,0.54,0,Fri,554,127
5535,1,1,2,23,0,1,1,0.34,0.53,0.0896,Wed,406,58
5536,2,0,4,14,0,1,2,0.54,0.64,0.194,Tue,104,107
5537,3,0,9,23,0,0,2,0.72,0.7,0.1642,Sun,242,104
5538,2,0,6,23,0,0,2,0.64,0.57,0,Sat,151,150
5539,3,0,7,3,0,1,1,0.64,0.53,0,Fri,177,11
5540,4,0,10,23,0,1,2,0.4,0.82,0.1045,Mon,271,54
5541,3,0,7,19,0,0,2,0.82,0.59,0.1343,Sat,199,217
5542,4,0,10,17,0,1,1,0.42,0.54,0.1343,Mon,299,486
5543,3,1,8,9,0,1,2,0.64,0.89,0,Fri,582,220
5544,3,0,8,19,0,1,1,0.74,0.48,0.194,Tue,223,376
5545,4,0,11,23,0,1,2,0.52,0.83,0.1343,Mon,327,46
5546,4,0,10,21,0,0,1,0.52,0.77,0,Sat,276,187
5547,4,0,10,12,0,1,3,0.54,0.88,0.3284,Wed,279,62
5548,1,1,2,17,0,1,1,0.34,0.34,0.1343,Thr,399,399
5549,2,1,4,2,0,0,2,0.54,0.56,0.1045,Sun,464,74
5550,4,1,9,7,0,1,1,0.46,0.67,0.1343,Mon,627,530
5551,2,1,6,23,0,1,1,0.54,0.56,0.0896,Tue,516,113
5552,2,1,6,14,0,0,1,0.64,0.38,0.2985,Sat,513,647
5553,1,0,3,20,0,0,2,0.44,0.77,0.3284,Sat,60,70
5554,3,0,9,23,0,1,2,0.56,0.73,0.194,Mon,257,68
5555,2,1,5,17,0,1,1,0.6,0.31,0.3881,Thr,490,732
5556,1,0,3,10,0,0,2,0.34,0.93,0.194,Sat,60,103
5557,2,1,4,12,0,0,1,0.64,0.44,0.2836,Sun,465,635
5558,2,1,4,12,0,1,1,0.54,0.49,0,Thr,469,264
5559,4,0,11,21,0,0,1,0.32,0.66,0,Sat,304,118
5560,2,1,4,1,0,1,1,0.5,0.59,0.4478,Fri,476,35
5561,2,0,5,11,0,1,3,0.54,0.88,0.1642,Thr,134,164
5562,4,0,11,13,0,1,3,0.46,0.94,0.1343,Wed,314,58
5563,2,1,5,12,0,1,2,0.56,0.68,0.2239,Mon,487,263
5564,2,0,5,19,0,1,1,0.42,0.58,0.3582,Wed,119,296
5565,2,1,6,2,0,1,1,0.56,0.56,0,Fri,518,19
5566,2,1,5,19,0,1,1,0.7,0.61,0.2985,Thr,504,492
5567,2,1,5,13,0,0,2,0.6,0.64,0,Sun,486,565
5568,1,0,12,14,0,1,2,0.48,0.88,0.3582,Wed,349,51
5569,2,1,4,21,0,1,1,0.54,0.45,0,Tue,453,243
5570,3,0,9,3,0,0,1,0.44,0.82,0.194,Sun,255,36
5571,3,1,9,22,0,1,1,0.72,0.79,0,Wed,608,219
5572,3,1,8,0,0,1,1,0.7,0.84,0.194,Tue,578,47
5573,2,0,6,23,0,0,1,0.66,0.74,0.1045,Sat,158,131
5574,2,1,6,23,0,0,1,0.68,0.61,0.1642,Sat,520,230
5575,3,0,8,15,0,1,1,0.86,0.3,0.3284,Wed,217,194
5576,2,0,5,21,0,0,2,0.46,0.82,0,Sun,116,105
5577,4,1,12,22,0,0,2,0.38,0.94,0.1045,Sat,701,160
5578,2,0,5,11,0,0,1,0.7,0.65,0.2239,Sat,143,349
5579,2,0,6,13,0,1,1,0.64,0.65,0.1045,Mon,166,179
5580,3,0,7,9,0,0,1,0.84,0.49,0.1642,Sat,199,132
5581,2,1,5,22,0,1,2,0.58,0.78,0.0896,Mon,494,129
5582,2,1,4,0,0,1,2,0.48,0.63,0,Thr,475,43
5583,2,0,3,3,0,1,3,0.24,0.93,0.2239,Thr,85,1
5584,2,1,6,15,0,1,1,0.64,0.38,0,Wed,517,300
5585,3,0,9,19,0,0,2,0.54,0.68,0.1045,Sun,256,245
5586,2,0,5,0,0,1,2,0.56,0.83,0.2239,Tue,118,16
5587,3,0,7,20,0,0,1,0.72,0.51,0.2239,Sat,192,296
5588,2,1,4,10,0,1,1,0.36,0.4,0.3284,Fri,456,238
5589,1,0,2,6,0,1,1,0.2,0.55,0.2239,Wed,43,33
5590,4,1,12,2,0,1,1,0.32,0.66,0,Thr,712,8
5591,3,1,9,13,0,1,1,0.7,0.34,0.1343,Wed,615,323
5592,3,1,9,7,0,1,1,0.54,0.77,0,Thr,616,571
5593,2,0,5,20,0,1,1,0.58,0.83,0.4179,Tue,132,283
5594,4,1,11,18,0,0,2,0.36,0.46,0.2836,Sat,666,297
5595,3,1,9,7,0,1,1,0.52,0.77,0,Mon,620,492
5596,1,1,12,4,0,1,1,0.22,0.69,0.3582,Wed,718,2
5597,4,0,11,23,0,1,1,0.26,0.6,0.1343,Fri,317,59
5598,2,0,5,17,0,0,2,0.56,0.88,0.194,Sat,129,272
5599,1,0,2,14,0,1,1,0.22,0.55,0.194,Tue,49,58
5600,3,1,7,18,0,1,1,0.82,0.46,0.1642,Fri,568,622
5601,2,0,5,2,0,0,1,0.56,0.94,0.194,Sat,143,48
5602,4,0,11,6,1,0,1,0.3,0.61,0.0896,Thr,322,6
5603,4,1,11,11,0,1,3,0.36,0.62,0.194,Thr,663,170
5604,1,0,3,6,0,0,1,0.44,0.44,0.4179,Sat,73,10
5605,1,0,1,17,1,0,1,0.2,0.51,0.194,Mon,16,71
5606,1,1,3,12,0,1,1,0.6,0.6,0.2836,Tue,432,244
5607,3,0,7,13,0,1,1,0.8,0.24,0,Fri,177,292
5608,2,0,6,5,0,0,2,0.66,0.78,0,Sun,165,19
5609,4,0,12,23,0,0,1,0.2,0.69,0,Sun,340,35
5610,3,0,7,19,0,1,1,0.66,0.83,0.0896,Fri,184,270
5611,1,1,2,9,0,1,1,0.12,0.5,0.194,Mon,403,205
5612,4,0,12,15,0,1,2,0.32,0.45,0.2985,Fri,344,153
5613,2,0,3,5,0,1,2,0.4,0.87,0.1343,Tue,76,12
5614,2,1,5,10,0,1,1,0.56,0.52,0.2537,Thr,497,205
5615,2,0,5,18,0,1,1,0.8,0.46,0.3284,Thr,141,478
5616,2,1,4,4,0,1,1,0.42,0.44,0.2537,Fri,476,6
5617,1,0,2,14,0,1,1,0.22,0.37,0.3881,Thr,31,47
5618,1,1,12,21,0,0,2,0.28,0.56,0.4925,Sat,722,60
5619,2,1,5,22,0,1,3,0.6,0.78,0.2537,Tue,488,147
5620,4,0,12,16,0,1,3,0.42,0.94,0.194,Wed,336,31
5621,3,0,7,12,0,0,1,0.82,0.46,0.2836,Sun,186,377
5622,4,1,11,20,0,1,1,0.34,0.61,0.1045,Thr,678,285
5623,1,1,1,0,0,1,2,0.26,0.48,0.2985,Fri,379,27
5624,4,1,9,13,0,0,1,0.62,0.41,0.2985,Sat,632,686
5625,3,0,9,21,0,1,1,0.46,0.63,0.3284,Thr,253,145
5626,2,0,4,12,0,1,1,0.54,0.42,0.1343,Thr,99,145
5627,2,0,6,5,0,0,1,0.5,0.64,0,Sat,150,8
5628,3,0,7,1,0,0,2,0.7,0.61,0.1642,Sun,179,78
5629,1,0,3,21,0,1,1,0.34,0.29,0.4627,Wed,57,71
5630,2,0,6,3,0,1,1,0.56,0.94,0.1045,Fri,163,6
5631,4,1,11,12,0,1,1,0.4,0.24,0.4925,Thr,670,235
5632,3,1,8,10,0,1,1,0.66,0.89,0.1045,Fri,582,193
5633,4,1,12,8,0,1,2,0.34,0.61,0.2985,Tue,703,724
5634,4,0,11,22,0,1,1,0.34,0.61,0.4478,Wed,322,62
5635,3,0,9,20,0,1,2,0.56,0.68,0.1343,Mon,257,231
5636,1,1,1,13,0,0,1,0.32,0.26,0.2239,Sun,388,316
5637,3,0,7,23,0,0,1,0.68,0.61,0.2239,Sat,193,168
5638,3,1,8,15,0,1,1,0.82,0.34,0.2985,Tue,600,317
5639,3,1,9,4,0,0,1,0.56,0.83,0.2836,Sat,624,15
5640,2,0,6,11,0,0,2,0.64,0.69,0.1045,Sun,151,335
5641,4,1,10,4,0,1,2,0.6,1,0,Wed,635,11
5642,1,0,12,2,0,0,1,0.22,0.75,0.0896,Sun,353,2
5643,4,0,11,23,0,1,3,0.4,0.87,0.1642,Mon,320,33
5644,4,0,12,11,0,1,2,0.34,0.42,0.2985,Fri,344,144
5645,1,0,3,14,0,1,2,0.34,0.76,0.2985,Wed,64,71
5646,2,1,3,13,0,0,2,0.42,0.88,0.1642,Sun,444,367
5647,3,0,9,20,0,0,1,0.74,0.7,0.2985,Sun,242,229
5648,4,1,11,3,0,0,2,0.3,0.81,0.1642,Sun,680,46
5649,4,0,11,15,0,0,2,0.52,0.68,0.194,Sun,319,351
5650,1,0,3,6,0,1,1,0.2,0.59,0,Tue,62,45
5651,4,0,10,22,0,1,2,0.56,0.83,0.194,Tue,279,147
5652,3,0,8,11,0,1,1,0.72,0.37,0.194,Tue,237,175
5653,3,0,9,16,0,0,1,0.72,0.7,0.194,Sat,241,374
5654,1,0,3,11,0,1,2,0.36,0.81,0.1343,Wed,70,75
5655,4,1,12,13,0,1,1,0.46,0.41,0.2836,Wed,697,214
5656,2,1,6,17,0,1,1,0.6,0.43,0,Tue,516,850
5657,3,0,8,16,0,0,1,0.8,0.36,0.3881,Sun,235,491
5658,1,0,3,11,0,1,1,0.2,0.29,0.0896,Thr,58,50
5659,2,1,4,5,0,0,1,0.36,0.66,0.1045,Sat,464,7
5660,4,1,10,18,0,0,1,0.52,0.39,0.194,Sun,654,413
5661,1,0,3,2,0,0,2,0.4,0.82,0.2836,Sun,60,32
5662,3,1,8,2,0,1,1,0.7,0.84,0.0896,Thr,580,14
5663,1,0,1,1,0,1,2,0.2,0.75,0.1343,Fri,24,3
5664,1,0,2,16,0,1,1,0.34,0.25,0,Wed,50,94
5665,1,1,2,19,0,1,2,0.32,0.87,0.1642,Thr,406,258
5666,3,1,8,2,0,0,3,0.62,0.88,0.1642,Sat,589,43
5667,3,0,7,7,0,1,1,0.68,0.74,0.2239,Mon,194,277
5668,4,1,11,3,0,1,1,0.2,0.69,0,Mon,688,5
5669,2,1,3,3,0,1,1,0.34,0.61,0.1343,Fri,449,7
5670,4,1,9,12,0,1,2,0.74,0.48,0.1343,Thr,630,335
5671,3,0,9,20,0,0,1,0.66,0.69,0.1045,Sat,248,245
5672,3,1,8,13,0,1,1,0.76,0.48,0.1045,Thr,602,290
5673,3,1,8,16,0,0,3,0.64,0.89,0.2836,Sun,598,173
5674,2,0,4,20,0,1,1,0.68,0.32,0.1045,Wed,105,225
5675,1,0,2,18,0,1,2,0.24,0.81,0.1045,Tue,29,168
5676,3,1,6,19,0,0,1,0.8,0.38,0.2985,Sun,535,423
5677,2,1,5,5,0,1,2,0.6,0.88,0.1642,Thr,504,30
5678,3,0,6,23,0,1,1,0.68,0.69,0,Mon,174,81
5679,3,0,8,7,0,1,1,0.66,0.54,0.1343,Thr,218,307
5680,4,0,11,6,0,1,1,0.3,0.81,0,Wed,300,92
5681,4,1,11,9,0,1,2,0.3,0.52,0.2836,Mon,667,257
5682,2,1,4,18,0,1,1,0.62,0.5,0.2836,Fri,470,668
5683,1,0,2,21,0,1,1,0.24,0.52,0,Tue,43,66
5684,3,1,7,19,0,1,1,0.74,0.48,0.2239,Thr,553,629
5685,1,0,2,22,0,1,1,0.34,0.53,0.194,Wed,44,73
5686,3,1,6,10,0,0,1,0.74,0.55,0.194,Sat,534,494
5687,2,0,6,4,0,1,1,0.66,0.78,0.1642,Fri,156,4
5688,3,0,9,12,0,1,1,0.72,0.58,0.2239,Tue,250,187
5689,2,1,6,21,0,1,2,0.72,0.58,0.194,Mon,522,250
5690,2,0,5,7,0,1,2,0.54,0.88,0.2239,Tue,118,265
5691,1,1,1,22,0,1,2,0.2,0.47,0.0896,Wed,364,52
5692,4,1,11,15,0,0,1,0.3,0.36,0.4627,Sat,686,198
5693,3,1,7,13,0,1,3,0.68,0.83,0.1045,Fri,561,156
5694,4,1,10,13,0,1,2,0.72,0.58,0.3284,Thr,637,294
5695,3,0,8,19,0,1,1,0.82,0.43,0.1045,Mon,215,416
5696,3,0,8,2,0,1,1,0.62,0.88,0.1343,Fri,233,20
5697,4,1,11,4,0,1,2,0.34,0.66,0.194,Tue,682,6
5698,1,0,3,3,0,1,1,0.24,0.7,0.0896,Wed,63,3
5699,4,1,10,2,0,1,1,0.64,0.89,0,Thr,636,13
5700,2,0,4,14,0,1,2,0.36,0.46,0.3582,Fri,86,87
5701,2,0,5,3,0,0,1,0.48,0.82,0.1045,Sat,136,19
5702,4,1,10,9,0,0,1,0.6,0.73,0.194,Sat,639,395
5703,2,0,3,3,0,1,2,0.34,0.76,0.2537,Wed,77,3
5704,3,0,7,7,0,1,2,0.72,0.79,0,Wed,182,312
5705,3,1,9,7,0,1,1,0.52,0.63,0.2239,Wed,622,545
5706,4,0,11,5,0,0,2,0.42,0.67,0.2836,Sun,318,4
5707,1,1,12,9,0,1,1,0.26,0.6,0.4925,Thr,719,133
5708,3,0,6,18,0,1,1,0.72,0.7,0.4179,Thr,169,540
5709,2,0,5,22,0,1,3,0.62,0.88,0.2239,Tue,140,141
5710,1,1,12,8,0,1,2,0.32,0.57,0.2836,Fri,713,472
5711,4,1,11,8,0,0,1,0.32,0.87,0.1045,Sun,673,119
5712,1,0,2,5,0,1,2,0.46,0.67,0.1045,Fri,45,7
5713,1,1,1,20,0,1,2,0.2,0.86,0.0896,Mon,369,132
5714,4,1,11,10,0,1,2,0.3,0.65,0,Fri,692,169
5715,2,0,5,16,0,0,1,0.68,0.61,0.1343,Sun,137,273
5716,4,0,10,7,0,1,2,0.38,0.94,0.1045,Mon,291,285
5717,3,0,8,18,0,1,1,0.7,0.65,0.194,Mon,222,483
5718,4,1,12,19,0,1,1,0.3,0.45,0.1642,Thr,706,348
5719,1,1,3,8,0,1,1,0.34,0.61,0.1343,Mon,431,564
5720,3,0,7,6,0,0,1,0.72,0.7,0.2985,Sat,206,24
5721,2,1,5,2,0,1,2,0.52,0.63,0.2985,Tue,487,16
5722,3,0,6,11,0,1,1,0.82,0.46,0,Tue,174,167
5723,2,0,6,17,0,1,1,0.86,0.47,0.2985,Wed,147,486
5724,2,1,4,22,0,0,1,0.5,0.36,0.2239,Sun,458,118
5725,3,1,9,18,0,1,1,0.6,0.56,0.2537,Thr,623,900
5726,3,0,6,23,0,1,1,0.7,0.7,0.2836,Tue,175,81
5727,3,1,7,23,0,1,2,0.7,0.51,0.2239,Thr,553,211
5728,1,1,3,10,0,0,1,0.26,0.35,0.4179,Sat,429,223
5729,3,1,6,21,0,0,1,0.82,0.52,0.1642,Sat,541,213
5730,4,1,12,18,0,1,1,0.42,0.35,0.4478,Wed,697,609
